PSAP ID,PSAP Name,State,County,City,Type of Change,Comments
5611,City Of Choctaw,OK,Oklahoma,Choctaw,NC,
5612,City Of Clinton Police Department,OK,Custer,Clinton,NC,
8279,City Of Comanche Police Department,OK,Stephens,Comanche,A,PSAP was added since the original posting of the FCC Registry.
5714,City Of Ponca 9-1-1 Communications,OK,Kay,Ponca City,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5614,Claremore Police Department,OK,Rogers,Claremore,NC,
5615,Cleveland County Sheriffs Office,OK,Cleveland,Norman,NC,
5616,Cleveland Police And Fire Department,OK,Pawnee,Cleveland,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5617,Coal County 9-1-1,OK,Coal,Coalgate,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5618,Collinsville Police Department,OK,Tulsa,Collinsville,NC,
5619,Comanche County Sheriffs Office,OK,Comanche,Lawton,NC,
5620,Comanche Nation Police Department,OK,Comanche,Lawton,NC,
5622,Cotton County Sheriffs Office,OK,Cotton,Walters,NC,
5623,Coweta Police Department,OK,Wagoner,Coweta,NC,
5624,Craig County Emergency 9-1-1,OK,Craig,Vinita,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5625,Creek County Sheriff's Office 911/ Communications Division,OK,Creek,Sapulpa,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5626,Cushing Police Department,OK,Payne,Cushing,NC,
5627,Del City Police Department,OK,Oklahoma,Del City,NC,
5628,Delaware County Sheriffs Office,OK,Delaware,Jay,NC,
5629,Dewey County Sheriffs Office,OK,Dewey,Taloga,NC,
8394,Drumright Police Department,OK,Creek,Drumright,A,PSAP was added since the original posting of the FCC Registry.
5630,Duncan City Police Department,OK,Stephens,Duncan,NC,
5631,Durant Police Department,OK,Bryan,Durant,NC,
5632,Eastern Shawnee Tribal Police Department,OK,Ottawa,West Seneca,NC,
5633,Edmond Central Communications,OK,Oklahoma,Edmond,NC,
5634,El Reno Police Department,OK,Canadian,El Reno,NC,
8134,Elk City Police Department,OK,Beckham,Elk City,A,PSAP was added since the original posting of the FCC Registry.
5635,Ellis County Sheriffs Department,OK,Ellis,Arnett,NC,
5636,Enid / Garfield County 911 Communications Center,OK,Garfield,Enid,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5637,Eufaula Police Department,OK,Mcintosh,Eufaula,NC,
5638,Fairfax Police Department,OK,Osage,Fairfax,NC,
5639,Fairview Police Department,OK,Major,Fairview,NC,
5641,Ft Oakland Police Department,OK,Kay,Tonkawa,NC,
8274,Garvin County E911,OK,Garvin,Pauls Valley,A,PSAP was added since the original posting of the FCC Registry.
5642,Glenpool Police Department,OK,Creek,Glenpool,NC,
5643,Glenpool Police Department,OK,Tulsa,Glenpool,NC,
5644,Grady County Sheriffs Department,OK,Grady,Chickasha,NC,
5645,Grant County Sheriff,OK,Grant,Medford,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5646,Greer County Sheriffs Department,OK,Greer,Mangum,NC,
5647,Grove City 9-1-1,OK,Delaware,Grove,NC,
8268,Grove Police Department,OK,Delaware,Grove,A,PSAP was added since the original posting of the FCC Registry.
5648,Guthrie Police Department,OK,Logan,Guthrie,NC,
5649,Guymon City Police Department,OK,Texas,Guymon,NC,
5650,Harper County Sheriffs Office,OK,Harper,Buffalo,NC,
5651,Haskell County Sheriff,OK,Haskell,Stigler,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8304,Hennessey Police Department,OK,Kingfisher,Hennessey,A,PSAP was added since the original posting of the FCC Registry.
5652,Henryetta Police Department,OK,Okmulgee,Henryetta,NC,
5653,Hobart Police Department,OK,Kiowa,Hobart,NC,
5654,Holdenville Police Department,OK,Hughes,Holdenville,NC,
5655,Hollis Police Department,OK,Harmon,Hollis,NC,
5656,Hominy Police Department,OK,Osage,Hominy,NC,
5657,Hugo Police Department,OK,Choctaw,Hugo,NC,
5658,Iowa Tribal Police Department,OK,Payne,Perkins,NC,
5659,Jefferson County Sheriffs Office,OK,Jefferson,Waurika,NC,
5661,Jenks Police Department,OK,Tulsa,Jenks,NC,
5660,Jenks Police Department,OK,Creek,Jenks,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5662,Johnston County Sheriffs Department,OK,Johnston,Tishomingo,NC,
5663,Kaw Tribal Police Department,OK,Kay,Kay,NC,
5664,Kickapoo Tribal Police Department,OK,Lincoln,Mcloud,NC,
8419,Kingfisher County 911,OK,Kingfisher,Kingfisher,A,PSAP was added since the original posting of the FCC Registry.
8417,Kingfisher County 911 Center,OK,Kingfisher,Kingfisher,A,PSAP was added since the original posting of the FCC Registry.
5665,Kingfisher County Sheriff Department,OK,Kingfisher,Kingfisher,NC,
5666,Kiowa County Sheriffs Department,OK,Kiowa,Hobart,NC,
5667,Latimer County 911 Central Dispatch,OK,Latimer,Wilburton,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5668,Laverne Police Department,OK,Harper,Laverne,NC,
5669,Lawton Infomation Systems Department,OK,Comanche,Lawton,NC,
5670,Le Flore County E-911,OK,Le Flore,Poteau,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8215,Lincoln County 911,OK,Lincoln,Chandler,A,PSAP was added since the original posting of the FCC Registry.
5671,Lincoln County Sheriff,OK,Lincoln,Chandler,NC,
8331,Love County E911 Communications,OK,Love,Marietta,A,PSAP was added since the original posting of the FCC Registry.
5672,Love County Sheriff Department,OK,Love,Marietta,NC,
5673,Mannford Police Department,OK,Creek,Mannford,NC,
8288,Marlow Emergency Services,OK,Stephens,Marlow,A,PSAP was added since the original posting of the FCC Registry.
5674,Marshall County Sheriffs Office,OK,Marshall,Madill,NC,
8180,Mayes County 911,OK,Mayes,Pryor,A,PSAP was added since the original posting of the FCC Registry.
5675,Mcalester Eoc,OK,Pittsburg,Mcalester,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5676,Mcalester Police Department,OK,Pittsburg,Mcalester,NC,
8097,Mcclain County 9-1-1,OK,Mcclain,Purcell,A,PSAP was added since the original posting of the FCC Registry.
5613,Mccurtain County 9-1-1,OK,Mccurtain,Idabel,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8334,Mcintosh County Sheriff's Office,OK,Mcintosh,Eufaula,A,PSAP was added since the original posting of the FCC Registry.
5678,Miami Police Department,OK,Ottawa,Miami,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5677,Miami Agency-bureau Of Indian Affairs,OK,Ottawa,Miami,NC,
5679,Midwest City Emergency Operations Center,OK,Oklahoma,Midwest City,NC,
5680,Moore Police Department,OK,Cleveland,Moore,NC,
5681,Morris Police Department,OK,Okmulgee,Morris,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5682,Murray County E9-1-1,OK,Murray,Sulphur,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5683,Muscogee Creek Nation Tribal Police Department,OK,Pottawatomie,Shawnee,NC,
5684,Muskogee City/county 9-1-1,OK,Muskogee,Muskogee,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5685,Mustang Police Department,OK,Canadian,Mustang,NC,
5686,Newcastle Police Department,OK,Mcclain,Newcastle,NC,
5687,Nichols Hills Police Department,OK,Oklahoma,Nichols Hills,NC,
5688,Noble County Sheriff,OK,Noble,Perry,NC,
5689,Noble Police Department,OK,Cleveland,Noble,NC,
5690,Norman Police Department,OK,Cleveland,Norman,NC,
5691,Nowata County Sheriffs Department,OK,Nowata,Nowata,NC,
5692,Okemah Police Department,OK,Okfuskee,Okemah,NC,
5693,Oklahoma City Police Department,OK,Oklahoma,Oklahoma City,NC,
5694,Oklahoma County Sheriffs Office,OK,Oklahoma,Oklahoma City,NC,
5695,Oklahoma Highway Patrol Troop G,OK,Comanche,Lawton,NC,
5696,Oklahoma Highway Patrol-guymon,OK,Texas,Guymon,NC,
5697,Oklahoma State University Police,OK,Payne,Stillwater,NC,
8455,Oklahoma University Health Sciences Center Police Department,OK,Oklahoma,Oklahoma City,A,PSAP was added since the original posting of the FCC Registry.
8397,Oklahoma University Police Department,OK,Cleveland,Norman,A,PSAP was added since the original posting of the FCC Registry.
5698,Okmulgee County 9-1-1 Communications,OK,Okmulgee,Okmulgee,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5699,Okmulgee County Sheriffs Department,OK,Okmulgee,Okmulgee,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5700,Osage County Enhanced 9-1-1,OK,Osage,Pawhuska,NC,
5701,Osage County Sheriffs Office,OK,Osage,Pawhuska,NC,
5702,Osage Nation Police Department,OK,Osage,Pawhuska,NC,
5703,Otoe-missouria Tribal Police Department,OK,Noble,Red Rock,NC,
5704,Ottawa County 9-1-1,OK,Ottawa,Miami,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5705,Owasso Police Department,OK,Tulsa,Owasso,NC,
5706,Pauls Valley Police Department,OK,Garvin,Pauls Valley,NC,
5707,Pawhuska Police Department,OK,Osage,Pawhuska,NC,
5708,Pawnee Police Department,OK,Pawnee,Pawnee,NC,
5709,Pawnee Tribal Police Department,OK,Pawnee,Pawnee,NC,
5710,Payne County Sheriffs Departmen,OK,Payne,Stillwater,NC,
5711,Perkins Police Department - Iowa Tribe,OK,Payne,Perkins,NC,
5712,Perry Police Department,OK,Noble,Perry,NC,
5713,Pocola Police Department,OK,Le Flore,Pocola,NC,
5715,Ponca Tribal Police Department,OK,Kay,Ponca City,NC,
5577,Pontotoc County Ada 911,OK,Pontotoc,Ada,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5716,Potawatomi Tribal Police Department,OK,Pottawatomie,Shawnee,NC,
5717,Poteau Police Department,OK,Le Flore,Poteau,NC,
8183,Pottawatomie County E9-1-1 System,OK,Pottawatomie,Tecumseh,A,PSAP was added since the original posting of the FCC Registry.
5718,Pottawatomie County Sheriffs Office,OK,Pottawatomie,Shawnee,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5719,Pryor Police Department,OK,Mayes,Pryor,NC,
5720,Pushmataha County Sheriff,OK,Pushmataha,Antlers,NC,
5721,Roger Mills County Sheriffs Department,OK,Roger Mills,Cheyenne,NC,
5722,Rogers County E911 Dispatch Center,OK,Rogers,Claremore,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5723,Sac And Fox Tribal Police Department,OK,Lincoln,Stroud,NC,
5724,Sallisaw Police Department,OK,Sequoyah,Sallisaw,NC,
5725,Sand Springs Police Department,OK,Tulsa,Sand Springs,NC,
5726,Sapulpa Police Department,OK,Creek,Sapulpa,NC,
5727,Sayre Police Department,OK,Beckham,Sayre,NC,
8145,Seminole County 911,OK,Seminole,Seminole,A,PSAP was added since the original posting of the FCC Registry.
5728,Seminole Police Department,OK,Seminole,Seminole,NC,
8169,Sequoyah County 9-1-1,OK,Sequoyah,Sallisaw,A,PSAP was added since the original posting of the FCC Registry.
5729,Sequoyah County 9-1-1,OK,Sequoyah,Sallisaw,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5730,Shawnee Police Department,OK,Pottawatomie,Shawnee,NC,
5731,Skiatook Police Department,OK,Osage,Skiatook,NC,
5732,Skiatook Police Department,OK,Tulsa,Skiatook,NC,
5733,Stephens County Sheriff,OK,Stephens,Duncan,NC,
8406,Stigler Haskell County 911,OK,Haskell,Stigler,A,PSAP was added since the original posting of the FCC Registry.
5734,Stillwater Police Department,OK,Payne,Stillwater,NC,
5735,Talihina Agency-bureau Of Indian Affairs,OK,Le Flore,Talihina,NC,
8391,Texas County Sheriff's Office,OK,Texas,Guymon,A,PSAP was added since the original posting of the FCC Registry.
5736,The Village Police Department,OK,Oklahoma,Oklahoma City,NC,
5640,Tillman County E9-1-1,OK,Tillman,Frederick,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5737,Tinker Afb Fire Department,OK,Oklahoma,Tinker Afb,NC,
5738,Tulsa Public Safety Response Center-city,OK,Tulsa,Tulsa,NC,
5739,Tulsa Public Safety Response Center-county,OK,Tulsa,Tulsa,NC,
5740,Tuttle Police Department,OK,Grady,Tuttle,NC,
5741,Vinita Police Department,OK,Craig,Vinita,NC,
8408,Wagoner County 911 Center,OK,Wagoner,Wagoner,A,PSAP was added since the original posting of the FCC Registry.
5742,Wagoner Police Department,OK,Wagoner,Wagoner,NC,
5743,Warr Acres Police Department,OK,Oklahoma,Warr Acres,NC,
5621,Washita County Sheriffs Office,OK,Washita,Cordell,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5744,Weatherford Police Department,OK,Custer,Weatherford,NC,
5745,Wewoka Agency-bia,OK,Seminole,Seminole,NC,
5581,Woods County Enhanced 911,OK,Woods,Alva,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5746,Woodward Police Department,OK,Woodward,Woodward,NC,
5747,Wyandotte Nation Police Department,OK,Ottawa,Wyandotte,NC,
5748,Wynona Police Department,OK,Osage,Wynona,NC,
5749,Yukon Police Department,OK,Canadian,Yukon,NC,
5750,Albany Police Department,OR,Linn,Albany,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5796
5751,Ashland E9-1-1 Center,OR,Jackson,Ashland,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5830
5752,Ashland Fire Department,OR,Jackson,Ashland,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5830
5753,Astoria Police Department,OR,Clatsop,Astoria,NC,
5754,Baker City Fire Department,OR,Baker,Baker City,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5756
5755,Baker City Police Department,OR,Baker,Baker City,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5756
5756,Baker County Consolidated E911,OR,Baker,Baker,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5757,Bay Cities Ambulance,OR,Coos,Coos Bay,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5758,Brookings Police Department,OR,Curry,Brookings,NC,
5760,Burns - Paiute Tribal Police Department,OR,Harney,Burns,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5759
5761,Canby Police Department,OR,Clackamas,Canby,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5762,Central Lane Communications Center,OR,Lane,Eugene,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5763,Central Lane Communications Center - Backup,OR,Lane,Eugene,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5762
5764,Central Point Police Department,OR,Jackson,Central Point,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5765,Clackamas County Communications,OR,Clackamas,Oregon City,NC,
5766,Columbia 9-1-1 Communications District,OR,Columbia,St Helens,NC,
8197,Coos Bay Police Department,OR,Coos,Coos Bay,A,PSAP was added since the original posting of the FCC Registry.
5767,Coos County Sheriff's Office,OR,Coos,Coquille,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5768,Coos Forest Protective Association,OR,Douglas,Reedsport,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5775
5769,Coquille Tribal Police Department,OR,Coos,North Bend,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5767
5770,Corvallis Regional Communications Center-benton County,OR,Benton,Corvallis,NC,
5772,Curry County Sheriffs Office,OR,Curry,Gold Beach,NC,
5773,Department Of Public Safety,OR,Benton,Corvallis,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5770
5774,Deschutes County 9-1-1,OR,Deschutes,Bend,NC,
5775,Douglas County Sheriffs Communications 9-1-1,OR,Douglas,Roseburg,NC,
5776,Douglas Fire Protective Association,OR,Douglas,Roseburg,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5775
5811,Eastern Lane County 911,OR,Lane,Oakridge,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5830,Emergency Communications Of Southern Oregon (ecso),OR,Jackson,Central Point,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5777,Florence Police Department- West Lane County,OR,Lane,Florence,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5778,Forest Grove Police Department,OR,Washington,Forest Grove,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5842
5779,Gilliam County Sheriffs Department,OR,Gilliam,Condon,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #8073
5780,Gladstone Police Department,OR,Clackamas,Gladstone,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #5765
5759,Harney County Sheriff's Office 9-1-1,OR,Harney,Burns,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5781,Hermiston Police Department,OR,Umatilla,Hermiston,NC,
5782,Hood River County Dispatch Center,OR,Hood River,Hood River,NC,
